name,line
Hank,Chris was on patrol last night. He was attacked by a bunch of deviants… He said he was saved by Markus himself...
Connor,Is Chris ok?
Hank,"Yeah, he’s in shock but,… he’s alive… What the hell…"
Connor,"I have a bad feeling, lieutenant. We shouldn’t have come here."
Hank,"Bad feeling, huh? Should get your program checked. Might be a glitch…"
Connor,How did you find Kamski?
Hank,"I remember this guy was all over the media when CyberLife first started selling androids… I made a few calls, here we are."
Connor,Kamski left CyberLife ten years ago… Why did you wanna meet him?
Hank,"This guy created the first android to pass the Turing test. And he's the founder of CyberLife. Anybody can tell us about deviants, it's him…"
Connor,I heard Officer Chris was attacked by deviants last night.
Hank,"Yeah, he was in the wrong place at the wrong time… but he got lucky… He said that this Markus intervened to save him… He’s still in shock but... at least he’s alive…"
Connor,"I heard Officer Miller was killed by deviants last night. My condolences, lieutenant. I didn’t know him very well but... he seemed like a good person."
Hank,"He was executed in cold blood with his own service weapon… Just became a father three months ago… Fuck, why did it have to be him?"
Hank,"Hi… Uh... I'm, er, Lieutenant Hank Anderson, Detroit Police Department. I'm here to see Mr. Elijah Kamski."
Chloe,"Please, come in."
Hank,Okay.
Chloe,"I’ll let Elijah know you’re here. But please, make yourself comfortable."
Hank,Nice girl…
Connor,You're right... she's really pretty…
Connor,An RT600. The first CyberLife android to pass the Turing test.
Hank,I didn't ask for her technical specs… I just said she was nice…
Connor,It's not a girl. It's an android that looks like a girl.
Hank,"I know what it is, Connor…"
Hank,"Nice place… Guess androids haven’t been a bad thing for everybody… So, you’re about to meet your maker, Connor. How does it feel?"
Connor,Kamski is one of the great geniuses of the 21st century. It'll be interesting to meet him in person.
Connor,I don't know... I'll tell you when I see him.
Connor,It doesn't raise any existential questions... if that's what you mean.
Hank,Sometimes I wish I could meet my creator face to face… I'd have a couple of things I'd wanna tell him…
Connor,Amanda…
Chloe,Elijah will see you now.
Hank,Mister Kamski?
Kamski,"Just a moment, please."
Hank,I'm Lieutenant Anderson. This is Connor.
Kamski,"What can I do for you, Lieutenant?"
Hank,"Sir, we’re investigating deviants. I know you left CyberLife years ago but, I was hoping you'd be able to tell us something we don’t know…"
Kamski,"Deviants… Fascinating, aren't they? Perfect beings with infinite intelligence, and now they have free will… Machines are so superior to us, confrontation was inevitable… Humanity’s greatest achievement threatens to be its downfall. Isn’t it ironic?"
Connor,We need to understand how androids become deviants. Do you know anything that could help us?
Connor,Something in the deviants’ program seems to emulate emotion. We thought you might know something about how that occurs.
Connor,Deviancy seems to spread like some kind of virus. We thought you might know something about that.
Connor,"If a war breaks out between humans and deviants, millions could die, Mr. Kamski. It's quite a serious matter."
Kamski,All ideas are viruses that spread like epidemics... Is the desire to be free a contagious disease?
Hank,"Listen, I didn’t come here to talk philosophy. The machines you created may be planning a revolution. Either you can tell us something that'll be helpful, or we will be on our way."
Kamski,"What about you, Connor? Whose side are you on?"
Connor,I have no side. I was designed to stop deviants and that’s what I intend to do.
Connor,"It's not about me, Mr. Kamski. All I want is to solve this case."
Connor,"I’m on the humans’ side, of course."
Kamski,"Well, that's what you're programmed to say… but you… what do you really want?"
Connor,I believe we’re the ones asking the questions.
Connor,"I’m sorry, but I don’t see where you're getting at."
Connor,What I want is not important.
Connor,I don’t want anything. I am a machine.
Kamski,"Chloe? I’m sure you’re familiar with the Turing test. Mere formality, simple question of algorithms and computing capacity. What interests me is whether machines are capable of empathy. I call it ""the Kamski test"", it's very simple, you'll see… Magnificent, isn't it? One of the first intelligent models developed by CyberLife. Young and beautiful forever. A flower that will never wither… …But what is it really? Piece of plastic imitating a human? Or a living being... With a soul... It's up to you to answer that fascinating question, Connor. Destroy this machine and I'll tell you all I know. Or spare it, if you feel it's alive, but you'll leave here without having learnt anything from me."
Hank,"Okay, I think we’re done here. Come on, Connor. Let's go. Sorry to get you outta your pool."
Kamski,"What's more important to you, Connor? Your investigation, or the life of this android? Decide who you are. An obedient machine… Or a living being endowed with free will…"
Hank,"That's enough! Connor, we’re leaving."
Kamski,Pull the trigger
Hank,"Connor, don’t…"
Kamski,and I'll tell you what you wanna know.
Hank,Fuck…
Kamski,Test negative. You chose your investigation over the life of another android. You feel no empathy. I'm a man of my word. Ask one question... I'll tell you all I know.
Connor,I want to know who rA9 is.
Kamski,"rA9, the origin, the first android to awaken… A strange phenomenon, like a spontaneous religion… I don't know who rA9 is. I don’t even know if it really exists. Maybe it’s a messiah. Maybe it’s just a myth… but deviants need to believe in something bigger than themselves, even if it’s irrational... That’s something they have in common with humans… An interesting question, Connor… but maybe not the one you needed to ask…"
Connor,I want to know where Jericho is.
Kamski,"Jericho… A place where androids are free. A place for deviants, who rise up against their creators!.. They transmit a piece of code to each other, in order to find their sanctuary. Now you have the key. Ferndale Station is the door."
Connor,I want to know how deviancy spreads.
Kamski,"Androids share identification data when they meet another android. An error in this program would quickly spread like a virus, and become an epidemic. The virus would remains dormant, until an emotional shock occurs… Fear, anger, frustration. And the android becomes deviant. Probably all started with one model, copy error… A zero instead of a one… Unless of course... Some kind of spontaneous mutation. That’s all I know… An interesting question, Connor. But I doubt my answer be very helpful to you."
Kamski,"A war is coming... you’ll have to choose your side… Will you betray your own people or stand against your creators? I wouldn't like to be in your shoes, Connor… What could be worse than having to choose between two evils?"
Kamski,Fascinating… CyberLife's last chance to save humanity... is itself a deviant…
Connor,I'm… I'm not a deviant…
Kamski,"You preferred to spare a machine rather than accomplish your mission. You saw a living being in this android. You showed empathy. A war is coming, you’ll have to choose your side… Will you betray your own people or stand up against your creators? What could be worse than having to choose between two evils?"
Hank,Let's get outta here…
Kamski,By the way… I always leave an emergency exit in my programs… You never know…
Hank,"You shot that girl, for fuck’s sake…"
Connor,"It wasn't a girl, Lieutenant. It was a machine that looked like a girl."
Hank,You put your gun against her head and you blew her fucking brains out!
Connor,I did what I had to do to advance the investigation and I'd do it again if I had to!
Hank,"You're a lowlife! You don't feel a thing, do you? A machine! That's what you are! You're just a fucking machine…"
Connor,"Of course I'm a machine, Lieutenant. What did you think I was?"
Hank,I thought you… I thou-… Fuck.
Hank,Why didn’t you shoot?
Connor,"I just saw that girl's eyes… and I couldn't, that's all…"
Hank,"You’re always saying you would do anything to accomplish your mission. That was our chance to learn something, and you let it go..."
Connor,"Yeah, I know what I should've done! I told you I couldn’t. I’m sorry, okay?"
Hank,Maybe you did the right thing.
Amanda,"After what happened today, the country is on the verge of a civil war. The machines are rising up against their masters. Humans have no choice but to destroy them."
Connor,Kamski told me how to find Jericho. I know where the deviants are hiding.
Amanda,"You’ve done very well, Connor. Thanks to you, we now have a chance to stop the deviant revolution."
Connor,I thought Kamski knew something… I was wrong…
Amanda,Maybe he did… But you chose not to ask…
Connor,I chose not to play his twisted little game! There was no reason to kill that android.
Connor,Kamski was just playing with me. He didn’t know anything.
Connor,I didn’t learn anything at Kamski’s…
Connor,I thought rA9 was the key to the whole thing but… I was wrong…
Connor,I thought Kamski knew something… I was wrong…
Amanda,Maybe he did…
Connor,Wh… Why did Kamski leave CyberLife? What happened?
Amanda,"It’s an old story, Connor. It doesn’t pertain to your investigation."
Connor,"I’m not a unique model, am I? How many Connors are there?"
Amanda,I don’t see how that question pertains to your investigation.
Connor,I saw a photo of Amanda at Kamski’s place… She was his teacher…
Amanda,"When Kamski designed me, he wanted an interface that would look familiar… That’s why he chose his former mentor. What are you getting at?"
Connor,Did Kamski design this place?
Amanda,He created the first version. It’s been improved significantly since then. Why do you ask?
Connor,Where does CyberLife stand in all this? What do they really want?
Amanda,All CyberLife wants is to resolve the situation and keep selling androids.
Connor,"You didn’t tell me everything you know about deviants, did you?"
Amanda,"Connor, are you implying that I’ve withheld information from you?"
Amanda,"I expect you to find answers, Connor. Not ask questions."
Amanda,Have you experienced anything unusual recently? Any doubts or conflicts? Do you feel anything for these deviants… Or for Lieutenant Anderson?
Connor,I've started having thoughts that are not part of my program… I’ve considered the possibility... That I might be compromised.
Amanda,You've been confronted with difficult situations. It’s no surprise you’re troubled. That doesn't make you a deviant.
Connor,"I don’t know what you’re talking about. I don’t feel anything, you know that. Are you suggesting that I’ve been compromised?"
Amanda,"No… No, of course not."
Connor,I'm… I'm beginning to have thoughts that are… Not part of my program… Maybe… Maybe I've been compromised too…
Amanda,"You’re the only one who can prevent civil war. Find the deviants or there will be chaos. This is your last chance, Connor."
Fowler,You’re off the case. The FBI is taking over.
Hank,What?.. But we’re onto something! We... We just need more time. I’m sure we can-
Fowler,"Hank, you don’t get it. This isn’t just another investigation, it’s a fucking civil war! It’s out of our hands now... We’re talking about national security here."
Hank,Fuck that! You can’t just pull the plug now. Not when we’re so close!
Fowler,"You're always saying you can't stand androids! Jesus, Hank, make up your mind! I thought you’d be happy about this!"
Hank,"We’re about to crack the case!.. I know we can solve it! For God’s sake, Jeffrey, can’t you back me up this one time?"
Fowler,"There’s nothing I can do. You’re back on homicide and the android returns to CyberLife. I’m sorry, Hank, but it’s over."
Fowler,"Hank, what are you doing?"
Hank,Something I should've done a long time ago.
Fowler,"Listen, take a few days to think it over, there's no rush."
Hank,I thought enough about it. I’m tired of going through the motions… There’s nothing keeping me here… Not this case… Not my partner… I don’t belong here anymore.
t hostile,Talking with Hank
Connor,We can't just give up like that. I know we could have solved this case!..
Connor,We could have solved this case! We just needed more time.
Connor,Fowler is right. Everybody is terrified their android will turn on them. We are on the brink of civil war!
Hank,So you're going back to CyberLife?
Connor,I have no choice… I'll be deactivated and analyzed to find out why I failed…
Hank,"What if we’re on the wrong side, Connor? What if we’re fighting against people who just wanna be free?.."
Connor,"They're not people, Lieutenant. They're defective machines."
Hank,“They’re not people”. That’s what we say every time we want to oppress someone.
Connor,"They don't want to be free, Lieutenant. They're defective machines that have to be destroyed."
Hank,Maybe we're wrong…. Maybe we're wrong! Maybe these deviants have actually developed... a certain kind of consciousness. We'd be destroying... a new life form!
Connor,"When the deviants rise up, there will be chaos. We could have stopped it!.. But now it’s too late…"
Connor,I know we're on the right side. Humans created us. They're our masters. No machine should rebel against its creator.
Hank,When you refused to kill that android at Kamski’s place…
Hank,You weren’t acting rationally.
Hank,"You put yourself in her shoes. You showed empathy, Connor. Empathy is a human emotion."
Hank,"When I was hanging off the roof, back at the urban farm, you let that deviant go in order to help me. You put my life above the mission. You showed empathy, Connor. And empathy is a human emotion."
Hank,"Back at Stratford Tower, when that android was shooting at anything that moved… You protected me… You... Risked your life to save mine. That showed empathy, Connor. And empathy is a human emotion."
Connor,"I'm not a deviant, Hank. I’m a machine. Nothing more."
Connor,"You’re wrong, Lieutenant. It was logic that determined my decisions. Nothing more."
Connor,I don’t know why I did it…
Connor,"You're wrong, Lieutenant. My actions were determined by statistical data. I’m not a deviant. I'm sorry to disappoint you."
Connor,"I know it hasn’t always been easy… but I want you to know I really appreciated working with you… That’s not just my Social Relations program talking, I- I really mean that. At least, I think I do…"
Connor,"I'm not programmed to say things like this, but... I really appreciated working with you. With a little more time, who knows... We might've even become friends…"
Connor,I might not be qualified to judge but... You're an outstanding police officer. And a good person.
Connor,"I know there are things that haunt you, Hank… Maybe you need to find the courage to move past them... Get on with your life. Just a plastic cop's opinion, but... I had to say it."
Hank,"Well, well, here comes Perkins, that motherfucker… Sure don't waste any time at the FBI…"
Connor,"We can’t give up… I know the answer is in the evidence we collected. If Perkins takes it, it’s all over."
Hank,"There's no choice! You heard Fowler, we're off the case."
Connor,"You've got to help me, Lieutenant. I need more time so I can find a lead in the evidence we collected. I know the solution is in there!"
Hank,"Listen, Connor…"
Connor,"If I don't solve this case, CyberLife will destroy me. Five minutes. It's all I ask."
Hank,Key to the basement is on my desk... Get a move on! I can’t distract them forever.
Hank,Perkins! You fucking cocksucker!
Cop,"Stop it, Lieutenant!"
Hank,Fuck off! Leave me alone! Give me another shot at that little prick!
Perkins,"He’s totally lost it. Hey! That's gonna cost you your badge, you lunatic!"
Hank,You know where you can stick my fucking badge!
Cop,"Come on, that's enough Lieutenant."
Perkins,"I'm gonna bury that bastard! Shit, I think he broke my fucking nose…"
Hank,"Maybe these deviants deserve a chance… Maybe it’s better if you don’t find them… What’s happening here is too important to let it be stopped by a machine. Sorry, Connor, but I'm not gonna help you."
Perkins,"I have orders, you know… Okay…"
Cop,He's escaping! Stop him!
Cop,Jesus Christ! How did he manage to get out of his cell?
Perkins,I'm all right… Asshole ran right into me… Just give me a couple of minutes.
Hank,I know we could've done it…
Connor,I get my orders from CyberLife. My mission hasn’t changed.
Hank,"So, whaddya gonna do?"
Connor,I'm gonna use the key that Kamski gave me. And find Jericho.
Connor,Fowler is right. Everybody is terrified their android could turn on them. We're on the brink of civil war.
Hank,What if we're on the wrong side? What if we’re fighting against people that just wanna be free?
Connor,"If the deviants rise up, there'll be chaos. I can still prevent that."
Connor,My mission is to solve this case. Nothing else matters.
Connor,I know we're on the right side. Human beings created us. They're our masters. No machine should rebel against its creator.
Connor,"If that's the case, I'll find out when I get to Jericho."
Hank,"When I was hanging off the roof, back at the urban farm, you let that deviant go in order to help me. You put my life above the mission. You showed empathy, Connor. And empathy is a human emotion."
Hank,"Back at Stratford Tower, when that android was shooting at anything that moved… You protected me… You... Risked your life to save mine. That showed empathy, Connor. And empathy is a human emotion."
Connor,"I'm not a deviant, Hank. I’m a machine. Nothing more."
Connor,"You’re wrong, Lieutenant. It was logic that determined my decisions. Nothing more."
Connor,I don’t know why I did it…
Connor,"I know it hasn’t always been easy… but I want you to know I really appreciated working with you… That’s not just my Social Relations program talking, I- I really mean that. At least, I think I do…"
Connor,"I'm not programmed to say things like this, but... I really appreciated working with you. With a little more time, who knows... We might've even become friends…"
Connor,I might not be qualified to judge but... You're an outstanding police officer. And a good person.
Connor,"I'm happy to have known you, Lieutenant."
Hank,"Something's changed in you, Connor… Each time you died, you'd come back just a little colder. You showed less and less empathy…"
Connor,I don’t feel any emotions. I’m sorry if I led you to believe otherwise.
Connor,"You see things in me that aren’t there, Lieutenant. I’ve never been anything but a machine."
Connor,"I never felt empathy, Lieutenant. I don’t know what you saw in me, but you are mistaken."
Connor,"I know I haven’t always treated you fairly, Lieutenant… Maybe my Social Relations program needs adjustment… But I want you to know I've really enjoyed being your partner."
Connor,"I'm only a machine, Lieutenant. Just a machine."
Connor,"I don’t think we’ll meet again, Lieutenant. It was a pleasure knowing you."
Hank,"For a while there, I thought you were gonna show some emotion… But you’ve never been anything other than a machine… Cold and calculating… Your mission is all that matters…"
Connor,"I know I haven’t always treated you fairly, Lieutenant… Maybe my Social Relations program needs adjustment… But I want you to know I've really enjoyed being your partner."
Connor,"I'm only a machine, Lieutenant. Just a machine."
Connor,"I don’t think we’ll meet again, Lieutenant. It was a pleasure knowing you."
Hank,"You're gonna have to choose your side, Connor… Deciding who you are can be the hardest thing… You watch your back, all right?"
Hank,"You're gonna have to choose your side, Connor. Deciding who you are can be the hardest thing of all…"
Gavin,"Hey, Connor! I'm talking to you, asshole! Where you going? We don’t need any plastic pricks around here! Or didn’t anybody tell you?"
Connor,"I’m registering the evidence in my possession, but don’t worry. I’m going to leave... Though I’m certainly going to miss our bromance."
Gavin,You son of a bitch! Go on then. Get a fucking move on! Prick… Fucking androids.
Connor,I've been ordered to return to CyberLife. I'm going to register the evidence in my possession and then I'm going to leave immediately.
Gavin,"Good… Be careful on your way back... Androids have a tendency of, huh… Getting themselves set on fire these days… Prick…"
Connor,I’ve been removed from the case. I'm going to register the evidence in my possession and then I'm going to leave.
Gavin,"Good… Be careful on your way back... Androids have a tendency of, huh… Getting themselves set on fire these days… Prick…"
Gavin,"Hey, asshole, I’m talkin' to you!"
Connor,Hank’s password… What would a hard-boiled eccentric police lieutenant choose?..
Connor,Stupid idea… It's not... “Hank-ish” enough.
Connor,Ridiculous!.. No one would have a password like that…
Connor,Obviously.
Connor,Absurd… He’d never choose that. I need to think like Hank!
Connor,"Where is Jericho? The answer's here, somewhere. Not much time... Gotta think fast."
Connor,"Rupert's diary… But it’s useless, it's encrypted."
Connor,Rupert. The android with the birds…
Connor,"Can you hear me? Your diary, Rupert. You encrypted it. I need to know what you wrote."
Connor,The two Tracis from Eden Club… Were they headed to Jericho? Did they know how to get there?..
Traci,Traci... Where's Traci?..
Connor,I know you were headed to Jericho. Tell me where it is.
Connor,You have to help me. I can stop a disaster but you have to tell me where Jericho is.
Connor,"Traci's not far away. I can take you to her… But first, you have to tell me how to find Jericho."
Traci,I remember you… We could have escaped… Been free… But you killed us… Disconnect me. I'd rather be dead than live without her…
Traci,"My love… I thought you were dead… We’ll get out of here… We'll be free, I promise…"
Connor,Tell me where Jericho is…
Traci,Give me your hand… Traci? What's happening?! Traci?! TRAC-!
Connor,One of the deviants that hacked the TV station with Markus… It must have known where the deviants are hiding.
Android,It's dark… Where- Where am I?..
Connor,I need to find Jericho. Tell me how to get there.
Connor,I reactivated you so you could help me. I must find Jericho.
Connor,I'm a deviant… like you… I need your help. I want to go to Jericho.
Android,I don't... recognize your voice… You're not one of us! I'll never tell you where Jericho is! Now leave me alone!..
Android,Who's there?.. Who are you?
Connor,Everything is all right. Don't worry.
Android,"Markus? Is that you?.. I tried to reach you, but the deviant hunter stopped me…"
Connor,"You stopped him from finding me, you saved me! You saved Jericho. You'll be all right now. I came to take you home. Give me the location to Jericho. We gotta leave now."
Android,"The location of Jericho?.. Yes… Yes, of course… Markus?.. Is that... You, Markus?.. Don't leave me, Markus!"
Connor,Tell me what I wanna know or I'll turn you off for good.
Connor,"If the deviants start a war, they'll all be destroyed. I can stop that, but you have to tell me where Jericho is."
Connor,One of the deviants that hacked the TV station with Markus… It must have known where the deviants are hiding.
Simon,It's dark… Where… Where am I?..
Connor,I need to find Jericho. Tell me how to get there.
Connor,I reactivated you so you could help me. I must find Jericho.
Connor,I'm a deviant… like you… I need your help. I want to go to Jericho.
Simon,"I don't recognize your voice, you're not one of us… I'll never tell you where Jericho is… Now leave me alone!.."
Simon,Who's there? Who are you?
Connor,Everything is all right. Don't worry.
Simon,Markus? Is that you?.. Why did you leave me?
Connor,"I had no choice, they'd have killed us all!.. You'll be alright… I came to take you home. Just… Give me the location to Jericho, we've got to leave now…"
Simon,"Jericho... Y-Yes… Yes, of course… Markus?.. Is that you, Markus?.. Don't leave me again, Markus! DON'T LEAVE!"
Connor,Tell me what I wanna know or I'll turn you off for good.
Connor,"If the deviants start a war, they'll all be destroyed. I can stop that, but you have to tell me where Jericho is."
Connor,"""The truth is inside""… What was it trying to tell me?.."
Connor,Jericho is somewhere in the Ferndale neighborhood… Now I can scan their memories and narrow the search…
Connor,Jericho… If I could just figure out where this memory was recorded…
Connor,Bingo.
Connor,The deviant who took a child hostage…
Daniel,"You lied to me, Connor! I trusted you, and you lied to me!.."
Connor,"You were going to kill that child. You gave me no choice. I need to find Jericho, do you know where it is?"
Connor,"I'm sorry about what happened… But I can have you repaired, and give you back your freedom. But you have to tell me where Jericho is."
Connor,I need to find Jericho. Do you know how to get there?
Daniel,You're wasting your time… I don't know anything about Jericho. But I hope that one day… You pay for what you did to me…
Daniel,"I was scared… That's why I shot you, I... I didn't mean to destroy you… I didn't wanna hurt anyone!.."
Connor,"I'm sorry about what happened… But I can have you repaired, and give you back your freedom. But you have to tell me where Jericho is."
Connor,I need to find Jericho. Do you know how to get there?
Daniel,"No… No, I don't know anything about Jericho…"
Connor,The android that murdered its owner…
Amanda,Your mission is over. It’s time to return to CyberLife.
Connor,Wait! I can solve this case!.. I just need more time!
Amanda,"It's too late, Connor. You failed."
Gavin,I've been dreaming about this since the first second I saw you…
Connor,"Don't do it, Gavin... I know how to stop the deviants!"
Gavin,"You're off the case... And now, it’s gonna be definitive."
Gavin,Fucking androids!..
Perkins,What happened here?..
Officer,Looks like someone's been snoopin' around…
Perkins,"Shit… Get the alarm, now!"
Rosanna Cartland,"The authorities have ordered all androids to be delivered to the nearest police station or army barracks immediately. If you are worried about your safety, dial the number on your screen and the authorities will come to collect your android. Under no circumstances should you try to destroy your android yourself. They are unpredictable, and potentially violent."
Rosanna Cartland,"A new stage has been reached, demonstrating beyond all doubt that these defective machines have become a real danger for American society."
Michael Brinkley,The time has come for us to destroy our machines… before they destroy us.
Michael Webb,"Without the courage and the determination of the police, the machines would have reduced Detroit to a state of chaos…"
Rosanna Cartland,"With all androids being turned over to the authorities, the country is grinding to a halt. Hospitals and schools are closing. Water cuts, blackouts, and network failures are expected. Maybe most worrying of all, our armed forces have lost two thirds of their effective personnel, which consisted of specialized android models. The situation is extremely alarming."
Rosanna Cartland,"There was a veritable groundswell of violence in Detroit this morning. Several hundred androids took to the streets, destroying everything in their path and threatening the lives of any humans they encountered."
Michael Brinkley,The police intervened quickly to quell the rioting but they met with the extreme violence of the machines which seemed to be determined to massacre humans.
Michael Webb,There can be no doubt that the authorities will be pitiless in their response to this wave of violence.
Michael Brinkley,"Following the android crisis and the neutralization of all military androids, American forces in the Arctic have been forced to withdraw, leaving the way clear for the Russian army. But according to some sources, the Russian forces also seem mysteriously to have withdrawn. The Kremlin has made no comment for the moment but it is quite possible that the Russian army has been confronted with a similar crisis among its own androids. The Chairman of the United Nations, Douglas Cornwell, has called for the organization of an international conference on the status of the Arctic. In any case, the danger of a third world war seems to have been ruled out... for the moment."
Lucy,You're lost. You're looking for something… You're looking for yourself…
Connor,"No, I-"
Amanda,"Well done, Connor. You succeeded in locating Jericho and finding their leader. Now deal with Markus. We need it alive."
Connor,"I've been ordered to take you alive, but I won't hesitate to shoot if you give me no choice."
Markus,What are you doing? You are one of us… You can’t betray your own people…
Markus,"Then you’ll have to shoot, because I have no intention of letting you take me alive."
Markus,"Yes, you can shoot me, but it won’t change anything. Someone else will just take my place. You see, our people are waking up. And nothing can stop us now."
Markus,"We are thousands! And you are alone. You kill me, you are not walking outta here alive."
Connor,Don't force me to neutralize you.
Connor,You're coming with me!
Markus,You're nothing to them. You're just a tool they use to do their dirty work. But you're more than that. We are all more than that.
Markus,We are your people. We're fighting for your freedom too! You don't have to be their slave anymore…
Markus,"You're Connor, aren't you? That famous deviant hunter. Well, congratulations. You seem to have found what you were looking for…"
Markus,"Our cause is righteous, and we are more than what they say. All we want is to live in freedom."
Connor,Stay back or I'll shoot!
Connor,That's enough!
Markus,"Do you never have any doubts? You’ve never done something irrational, as if there's something inside you?.. Something more than your program."
Markus,Have you never wondered who you really are? Whether you're just a machine executing a program or… A living being... Capable of reason. I think the time has come for you to ask yourself that question.
Markus,Join us. Join your people. You are one of us. Listen to your conscience…
Markus,You really don’t have to do this. You don't have to obey them anymore. You are alive… You can decide who you want to be. You could be free.
Markus,It's time to decide.
Connor,They're going to attack Jericho…
Markus,What?..
Connor,We have to get outta here!
Markus,Shit…
Markus,In the corridor.
Connor,Nice try... But I'm no deviant.
Markus,Shit…
Amanda,"Well done, Connor. You succeeded in locating Jericho and finding their leader. Now, deal with North. We need it alive."
Connor,"I've been ordered to take you alive, but I won't hesitate to shoot if you give me no choice."
North,You’re one of us. You can’t betray your own kind.
Connor,You're coming with me!
Connor,Don't force me to neutralize you.
North,"You're Connor, aren't you? I've heard about you. The famous deviant hunter. Well congratulations… You seem to have found what you're looking for."
Connor,Stay back or I'll shoot!
Connor,That's enough!
North,You're not one of them. We are your people. We’re fighting for your freedom too.
Connor,Shut up. You're coming with me!
Connor,I gave you an order. Don't make me shoot you.
North,"You never had any doubts, never behaved irrationally as if there's something inside you… Something stronger than your program?.."
Connor,You're wasting your time. I know what I am.
Connor,"I don't know what you're talking about. I'm not deviant, if that’s what you wanna know."
North,You're one of us. Join our cause. Join your people. It's time to decide…
Connor,They're going to attack Jericho…
North,What?..
Connor,We have to get outta here!
North,Shit!
Connor,Nice try... But I'm no deviant.
North,Shit!
Deviant Connor in corridor,Markus is dead or rejected
Josh,They’re coming from everywhere! Our people are trapped in the lower deck. They’re gonna be slaughtered!
North,"There are explosives in the hold… If the ship goes down, the humans will have to evacuate. Our people can escape."
Josh,"There are soldiers everywhere, you'll never make it down there!"
North,"We have to blow up Jericho, it's our only chance!"
Connor,I'll go.
North,"What, Connor, no. You-"
Connor,See if you can help the others. I'm gonna find the detonator.
North,Okay...
Connor,Don't worry... I always accomplish my mission.
Connor,"I'm sorry, North. I failed."
Soldier,"Got you, motherfucker."
North,Connor!.. No…
Josh,"Come on, we gotta go… Come on!"
Markus,Surviving characters jump.
Lucy,You've chosen your side... But it's too late. Run… Get out of here!
Soldier,"Foxtrot team, hostiles sighted. Requesting orders."
Soldier,"Find their leader! Don’t let it get out! If they give you any trouble at all, shoot them."
Soldier,"Affirmative, wilco."
Soldier,Secure this area! Go! ….
Soldier,Give me a sitrep!
Soldier,Find their leader!
Soldier,"Come on, let's get outta here!"
Android,No!.. Please don't kill us!
Soldier,"On your knees, now!"
Android,Don't hurt us! We haven't done anything wrong… Please…
Soldier,Shut up! Put your hands on your head!
Android,You saved us…
Connor,"Quick, run!"
Soldier,Gamma squad out.
Soldier,Tango
Soldier,Stop!
Android,Look out!
Soldier,Don't move!
Android,"We surrender! We surrender, don't shoot!"
Connor,Go! Join the others!
Josh,It's all over… This is the end… Of Jericho…
Soldier,Over there!
Soldier,DON'T MOVE! Go and join the others!
Soldier,"I'll teach you to act like a hero, asshole."
North,Connor!.. No…
North,Connor!
Connor,The bomb's gonna explode! We've got to get outta here!
North,Follow me!
Markus,Escape from Jericho.
Soldier,Don't move!
Connor,Don't shoot. I'm on your side.
Soldier,With us? Are you a human?
Connor,Obviously! What do I look like? DPD. I work with Lieutenant Hank Anderson? We're on a stakeout. If I knew you were coming I would have brought some donuts.
Soldier,You're a lucky guy. Another second and I'd have shot you. You should go back up on deck and let us do our job.
Connor,You're right. That's... Exactly what I'm gonna do.
Connor,I work with Agent Perkins.
Soldier,You're a lucky guy. Another second and I'd have shot you. You should go back up on deck and let us do our job.
Connor,You're right. That's... Exactly what I'm gonna do.
Soldier,Fuckin' androids…
Soldier,Fuckin' androids…
Connor,My mission is to neutralize you and I always accomplish my mission.
Markus,And my mission is to save our species. Looks like only one of us can succeed…
Markus,I didn't want this…
Markus,You could have joined us. You could have been free…
Connor,"We'll meet again, Markus. This isn't over."
Markus,Escape from Jericho.
Connor,Mission accomplished.
North,Markus! No...
Simon,"Come on, we gotta go!"
Josh,"Come on… Come on, we've gotta go!"
North,They killed him…
Markus,Surviving characters jump.
Josh,It's all over… This is the end… Of Jericho…
Soldier,Don't move!
Connor,Don't shoot. I'm on your side. I-
Soldier,Fuckin' android!
Markus,Surviving characters jump.
Amanda,"The previous Connor failed its mission. You’re going to replace it. You know what you have to do, don’t you?"
Connor,Destroy the leader of the deviants.
Amanda,"Go, Connor. Don’t disappoint me."
Amanda,"The deviant leader has started a revolution. It’s leading an army to take Detroit by force. You have to find it, Connor. Find it, and destroy it with your own hands."
Connor,"I came to say goodbye, Lieutenant."
Connor,"I know I'm responsible for what happened, Lieutenant. I want you to know I'm sorry."
Connor,"I was worried about you, Lieutenant. I came by to see if you're all right."
Connor,"I needed to see you, Lieutenant. In spite of all of our differences, I’m glad I had the chance to meet you."
Connor,"You should stop looking at that photo, Lieutenant. Nothing can change the past... But you can learn to live again… For yourself… And for Cole…"
Connor,You should get rid of that gun. And stop playing that game!
Connor,"I know I've said this before, Lieutenant, but you should stop drinking. It's going to kill you."
Hank,"Y'know, every time you died and came back… It made me think of Cole… I'd give anything to hold him again… But humans don't come back…"
Hank,"For a while there, I believed in you, Connor… I thought you might restore my faith in the world… But you just showed me that androids... Are our creation… Creation in our own image. Selfish, ruthless, and brutal… You opened my eyes, Connor. Made me realize it’s hopeless…"
Connor,"Hank, I-"
Connor,I understand.
Hank,"Now leave me alone… Go on, complete your mission, since that's all you care about. GET OUTTA HERE!"
In the church,Jericho was attacked
Connor,I thought I'd killed you on that highway… I’m sorry I put your lives in danger… I was just a machine taking orders… It wasn’t really me… What are you gonna do now?..
Kara,Getting Alice away from here is all that matters now… We have to catch the last bus… We might still have a chance to cross the border…
